,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
1887,2022년 상반기,대상(주),품질관리자,인턴,지방4년,바이오기능성식품학과,3.61,,,,1.0,4.0,2.0,1.0,
1888,2021년 하반기,대상(주),바이오·제약연구원,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,
1889,2016년 상반기,대상(주),영업지원,인턴,서울4년,체육학과/경영학과,3.7,775.0,,M2,1.0,1.0,3.0,1.0,1.0
1890,2016년 상반기,대상(주),화학엔지니어,인턴,서울4년,식품생명공학과,4.5,880.0,,IH,,5.0,1.0,1.0,1.0
1891,2023년 하반기,대성산업㈜,IT·기술영업,신입,지방4년,융복합시스템공학부 플랜트시스템전공,2.62,,,AL,,2.0,,,1.0
1892,2017년 하반기,대신저축은행,금융영업,신입,서울4년,금융학과,3.7,,,,1.0,1.0,,1.0,
1893,2016년 상반기,대원강업㈜,영업지원,인턴,서울4년,법학,3.6,850.0,,IH,,1.0,,,
1894,2022년 하반기,대원제약(주),품질관리자,신입,서울4년,생명과학부,4.05,,,IH,,,,,
1895,2018년 하반기,대원제약(주),품질관리자,신입,지방4년,화학공학과,3.95,720.0,,,1.0,1.0,,1.0,1.0
1896,2016년 상반기,대원제약(주),네트워크엔지니어,신입,지방4년,정보통신공학,3.1,680.0,,IL,,2.0,,,
1897,2016년 상반기,대원제약(주),제품영업,신입,지방4년,경영학,3.1,,,,,2.0,,1.0,1.0
1898,2016년 상반기,대원제약(주),제품영업,신입,지방4년,컴퓨터공학과,3.3,890.0,Level7,,,2.0,,,1.0
1899,2018년 하반기,대전도시공사,사무담당자,신입,지방4년,철학과,3.46,805.0,,IM2,,,,,1.0
1900,2020년 상반기,대전세종연구원,경영·비즈니스기획,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
1901,2015년 상반기,대한무역투자진흥공사,온라인마케터,인턴,서울4년,컴퓨터공학과,3.8,780.0,Level5,,1.0,1.0,,,
1902,2015년 상반기,대한무역투자진흥공사,해외영업,인턴,서울4년,법학과,3.6,850.0,,IH,,2.0,,1.0,2.0
1903,2018년 하반기,대한사료㈜,제품영업,신입,서울4년,법,3.59,895.0,,,1.0,1.0,,,
1904,2016년 하반기,대한유화(주),화학엔지니어,신입,서울4년,환경공학과/화학공학(복수전공),3.9,965.0,Level7,,,1.0,1.0,1.0,1.0
1905,2015년 하반기,대한유화(주),품질관리자,신입,수도권4년,화학공학과,3.2,,Level6,,,,,,
1906,2018년 하반기,대한장애인체육회,사무담당자,신입,지방4년,경영관리전공,2.82,775.0,,IH,,3.0,1.0,2.0,
1907,2018년 상반기,대한적십자사,사무담당자,신입,지방4년,노인복지보건,3.81,825.0,,,,5.0,,,
1908,2017년 상반기,대한적십자사,사무담당자,신입,지방4년,노인복지보건,3.81,825.0,,,,5.0,,,
1909,2016년 하반기,대한적십자사,사무담당자,신입,수도권4년,법학과,3.7,895.0,Level6,,2.0,,,1.0,1.0
1910,2016년 상반기,대한적십자사,사무담당자,신입,지방4년,경제통상학부,3.9,930.0,Level7,,1.0,3.0,,1.0,1.0
1911,2016년 하반기,대한전선㈜,품질관리자,신입,지방4년,기계설계공학과,3.84,850.0,Level6,,,,,,
1912,2016년 상반기,대한제강㈜,품질관리자,신입,초대졸,전기공학,4.1,,,,,1.0,1.0,,
1913,2015년 하반기,대한제강㈜,영업지원,신입,지방4년,무역학,3.8,840.0,,IH,,,,,
1914,2014년 하반기,대한제강㈜,영업지원,신입,지방4년,무역학,3.8,840.0,,IH,,,,,
1915,2017년 상반기,대한제당(주),제품영업,신입,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,1.0
1916,2020년 상반기,대한지방행정공제회,사무담당자,신입,지방4년,행정학과,4.0,800.0,,,,2.0,,,
1917,2023년 상반기,대한항공,영업지원,신입,서울4년,경영대학 경영학과,4.13,725.0,IH,,1.0,2.0,,1.0,
1918,2022년 하반기,대한항공,호텔종사자,신입,수도권4년,전자공학과,3.53,,,IH,1.0,2.0,,,
1919,2019년 상반기,대한항공,호텔종사자,신입,해외대학,금융경영과,3.35,900.0,,,,,,,2.0
1920,2019년 하반기,대한항공,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
1921,2019년 하반기,대한항공,경영·비즈니스기획,신입,서울4년,영어영문학,3.92,980.0,Level7,,,1.0,,,1.0
1922,2019년 하반기,대한항공,설문·리서치,신입,서울4년,응용통계학과,3.67,990.0,Level8,AL,1.0,1.0,1.0,,1.0
1923,2018년 하반기,대한항공,호텔종사자,인턴,서울4년,건축학과 건축학전공(5년제),3.27,980.0,,AL,1.0,2.0,,1.0,1.0
1924,2018년 하반기,대한항공,생산직종사자,신입,수도권4년,기계로봇공학,3.8,,,,,2.0,1.0,,
1925,2018년 하반기,대한항공,사무담당자,신입,서울4년,행정학과,3.49,940.0,Level6,,,4.0,2.0,2.0,2.0
1926,2018년 하반기,대한항공,품질관리자,인턴,수도권4년,기계로봇공학,3.8,,,,,2.0,1.0,,
1927,2018년 상반기,대한항공,호텔종사자,인턴,지방4년,경영학과,4.0,850.0,Level6,,,,,,
1928,2017년 하반기,대한항공,자재관리자,신입,서울4년,국어국문,3.5,,,AL,,,,,
1929,2017년 하반기,대한항공,품질관리자,신입,지방4년,산업경영공학과,3.42,835.0,Level6,,1.0,2.0,,,
1930,2017년 하반기,대한항공,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
1931,2015년 하반기,대한항공,품질관리자,신입,수도권4년,산업경영공학,3.43,840.0,,IH,1.0,1.0,,,1.0
1932,2016년 하반기,대한항공,설치·수리기사,신입,수도권4년,기계로봇공학,3.88,895.0,,AL,1.0,3.0,5.0,,1.0
1933,2015년 하반기,대한항공,자재관리자,신입,수도권4년,국제통상,4.0,965.0,,IH,1.0,4.0,1.0,,
1934,2016년 하반기,대한항공,설문·리서치,신입,서울4년,응용통계학과,3.6,935.0,Level6,,,,,,
1935,2016년 하반기,대한항공,경영·비즈니스기획,신입,수도권4년,국제통상학과,4.0,930.0,,,1.0,1.0,,,
1936,2016년 하반기,대한항공,재무담당자,신입,서울4년,글로벌경영학과,3.9,990.0,,AL,1.0,,,1.0,
1937,2016년 상반기,대한항공,전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,1.0,2.0,,3.0,
1938,2016년 하반기,대한항공,품질관리자,신입,서울4년,시스템경영공학과,3.5,825.0,,,,1.0,,,
1939,2015년 하반기,대한항공,인바운드상담원,신입,수도권4년,경영,3.5,800.0,,,,,,,
1940,2015년 하반기,대한항공,네트워크엔지니어,신입,수도권4년,컴퓨터공학부,3.7,825.0,,IH,1.0,1.0,,,
1941,2016년 상반기,대한항공,제품영업,신입,지방4년,행정학,3.7,910.0,,IH,,1.0,,,1.0
1942,2015년 하반기,대한항공,비서,신입,수도권4년,환경공학과,3.5,820.0,Level5,,2.0,5.0,1.0,1.0,
1943,2015년 하반기,대한항공,전기·전자엔지니어,신입,서울4년,전자전기컴퓨터,3.8,,Level6,,,3.0,,,2.0
1944,2016년 상반기,대한항공,시스템엔지니어,신입,서울4년,컴퓨터공학부,3.3,865.0,,,1.0,4.0,1.0,1.0,1.0
1945,2016년 상반기,대한항공,시설관리자,신입,서울4년,금융경제학과,3.7,845.0,Level6,,,,,,
1946,2015년 하반기,대한항공,네트워크엔지니어,신입,지방4년,컴퓨터공학과,4.0,805.0,Level6,,,2.0,,,
1947,2015년 하반기,대한항공,경영·비즈니스기획,신입,수도권4년,세르비아크로아티아어과,3.9,900.0,,,1.0,5.0,,1.0,
1948,2015년 하반기,대한항공,기계엔지니어,신입,서울4년,신소재공학과,3.3,925.0,,,,1.0,,,
1949,2015년 상반기,대한항공,제품영업,신입,지방4년,분자생명과학,2.8,,Level6,,,,2.0,3.0,
1950,2015년 하반기,대한항공,전기·전자엔지니어,신입,수도권4년,정보통신전자공학/모바일유비쿼터스융복합,3.2,,,,2.0,5.0,2.0,,
1951,2015년 하반기,대한항공,전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,,2.0,,3.0,
1952,2016년 상반기,대한항공,비서,신입,서울4년,일어일문,3.5,705.0,Level6,,,1.0,,,1.0
1953,2015년 하반기,대한항공,제품영업,신입,서울4년,특수체육교육과,3.3,795.0,Level6,,,5.0,,1.0,
1954,2021년 하반기,대화제약(주),사무담당자,신입,서울4년,국제통상학전공,3.39,,Level5,,2.0,4.0,,1.0,1.0
1955,2017년 상반기,대화제약(주),화학엔지니어,신입,대학원,생물공학,4.29,695.0,,IL,,,3.0,3.0,
1956,2016년 하반기,대화제약(주),영업지원,신입,서울4년,화학,3.31,930.0,,,,,,,
1957,2015년 하반기,대화제약(주),광고영업,신입,지방4년,상경계열,2.9,,Level6,,,1.0,,,
1958,2016년 상반기,더불어민주당,사무담당자,신입,수도권4년,소비자주거학과,3.8,785.0,Level5,,1.0,1.0,,,
1959,2018년 하반기,더핑크퐁컴퍼니㈜,캐릭터디자이너,신입,대졸4년,무역학과,3.69,930.0,Level7,IM2,1.0,4.0,1.0,,1.0
1960,2017년 하반기,덕산하이메탈(주),해외영업,신입,해외대학,상경학부,3.03,930.0,,,1.0,4.0,,,1.0
1961,2022년 상반기,덕양산업(주),기계엔지니어,신입,서울4년,기계공학과,3.86,,,IH,,2.0,,,
1962,2022년 하반기,데상트코리아㈜,경영·비즈니스기획,신입,지방4년,청소년학전공,3.52,,,,,2.0,1.0,1.0,1.0
1963,2016년 하반기,데상트코리아㈜,영업지원,신입,서울4년,체육학과/경영학과,3.7,775.0,,,1.0,1.0,3.0,1.0,1.0
1964,2015년 하반기,데상트코리아㈜,패션디자이너,인턴,서울4년,금속조형디자인과,3.4,890.0,Level6,,1.0,,,,1.0
1965,2015년 상반기,데상트코리아㈜,제품영업,신입,서울4년,무역학과,4.1,865.0,,,,,,,
1966,2015년 상반기,데상트코리아㈜,시스템엔지니어,신입,수도권4년,컴퓨터공학과,3.4,,,,,,,,
1967,2016년 상반기,데상트코리아㈜,시스템엔지니어,신입,서울4년,컴퓨터공학부,3.9,940.0,,,,1.0,,,
1968,2015년 하반기,데상트코리아㈜,해외영업,인턴,지방4년,국제통상학,4.0,890.0,Level6,,1.0,2.0,,,
1969,2019년 상반기,델 테크놀로지스,네트워크엔지니어,신입,대학원,전자공학과,4.36,,Level5,IL,,1.0,,1.0,
1970,2018년 상반기,도레이배터리세퍼레이터필름한국,품질관리자,신입,초대졸,철도전기과,4.25,,Level6,,,2.0,,,1.0
1971,2019년 하반기,도레이첨단소재(주),품질관리자,신입,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
1972,2019년 하반기,도레이첨단소재(주),회계담당자,신입,서울4년,회계학과,3.38,910.0,,IH,,2.0,,,
1973,2016년 상반기,도레이첨단소재(주),품질관리자,신입,서울4년,화학공학,3.4,885.0,,,1.0,,,1.0,
1974,2016년 상반기,도레이첨단소재(주),화학엔지니어,신입,지방4년,기계공학부,3.8,845.0,,,,,,,1.0
1975,2022년 상반기,도로교통공단,회계담당자,신입,고졸,,,,,,,,,,
1976,2019년 하반기,도로교통공단,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
1977,2019년 하반기,도로교통공단,시설관리자,신입,대학원,건설환경공학부 도시교통전공,3.69,,,,,6.0,,,
1978,2017년 상반기,도로교통공단,사무담당자,인턴,지방4년,경영학부,3.92,810.0,Level6,,1.0,1.0,1.0,,1.0
1979,2016년 하반기,도로교통공단,사무담당자,신입,지방4년,도시계획부동산,3.8,,,,1.0,5.0,,,
1980,2016년 상반기,도로교통공단,경영·비즈니스기획,인턴,지방4년,도시계획부동산,3.8,,,,1.0,5.0,,,
1981,2016년 상반기,도로교통공단,사무담당자,인턴,지방4년,경제학과,3.9,810.0,,,1.0,5.0,,1.0,
1982,2015년 상반기,도로교통공단,사무담당자,신입,지방4년,작업치료학과,3.5,,,,,3.0,,,
1983,2016년 상반기,도로교통공단,사무담당자,인턴,지방4년,경영학부,3.9,870.0,Level6,,,5.0,,,1.0
1984,2015년 하반기,도로교통공단,사무보조,인턴,지방4년,도시계획부동산,3.8,,,,1.0,5.0,,,
1985,2015년 하반기,도이치모터스㈜,사무담당자,신입,서울4년,행정학과,3.9,695.0,,,,4.0,4.0,1.0,
1986,2021년 상반기,도쿄일렉트론코리아(주),인사담당자,신입,서울4년,일어일문학과,3.97,930.0,,IH,,1.0,6.0,1.0,1.0
1987,2017년 하반기,도쿄일렉트론코리아(주),반도체엔지니어,신입,지방4년,전자공학부,3.59,,Level6,,,,,,
1988,2018년 상반기,도쿄일렉트론코리아(주),반도체엔지니어,신입,지방4년,전자공학부,3.35,840.0,,IM2,,2.0,,,
1989,2018년 상반기,도쿄일렉트론코리아(주),반도체엔지니어,신입,수도권4년,전자시스템공학과,3.14,,,IM1,1.0,4.0,,,
1990,2018년 상반기,도쿄일렉트론코리아(주),설치·수리기사,신입,서울4년,전자IT미디어공학과,3.79,780.0,Level6,,1.0,,,,
1991,2019년 상반기,독립기념관,사무담당자,신입,서울4년,역사콘텐츠학과,3.68,765.0,,,1.0,4.0,,1.0,
1992,2022년 상반기,동국제강(주),설비엔지니어,신입,지방4년,기계공학과,4.29,,Level6,,,2.0,1.0,,
1993,2023년 상반기,동부건설(주),현장관리자,신입,서울4년,건축공학과,3.41,955.0,,IH,,2.0,,,
1994,2021년 하반기,동부건설(주),현장관리자,신입,지방4년,기계공학부,3.9,840.0,Level6,,,2.0,1.0,,
1995,2017년 상반기,동부건설(주),경영·비즈니스기획,신입,서울4년,도시공,4.23,870.0,Level6,,,2.0,,,
1996,2016년 하반기,동부건설(주),사무담당자,신입,서울4년,경영학과,3.54,910.0,Level6,,,,,,
1997,2016년 하반기,동부엔지니어링(주),건축기사,신입,지방4년,지역건설공학,3.91,895.0,,,,1.0,,,
1998,2017년 하반기,동부철구(주),앱개발자,신입,대학원,휴먼ICT융합학과,4.07,,,IM2,2.0,5.0,2.0,,
1999,2016년 하반기,동부철구(주),앱개발자,신입,대졸4년,컴퓨터학부,3.74,850.0,Level6,,2.0,1.0,,,
2000,2015년 하반기,동부철구(주),앱개발자,신입,지방4년,컴공,4.2,800.0,Level6,,,,,,
2001,2016년 상반기,동서석유화학(주),해외영업,신입,대졸4년,Labor and Employment Relations,3.7,930.0,,,,,,,
2002,2021년 하반기,동서식품,생산직종사자,신입,서울4년,식품영양학과,3.83,855.0,Level6,,,4.0,,,
2003,2021년 하반기,동서식품,바이오·제약연구원,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,
2004,2019년 하반기,동서식품,온라인마케터,신입,서울4년,경영학과,3.97,920.0,Level7,,,2.0,,1.0,1.0
2005,2016년 하반기,동서식품,자재관리자,신입,서울4년,국제물류학,3.9,945.0,,,,1.0,,,
2006,2016년 하반기,동서식품,제품영업,신입,서울4년,경영,3.8,930.0,,IH,1.0,,,,
2007,2015년 하반기,동아건설산업(주),품질관리자,신입,서울4년,환경공학과,3.6,750.0,,,1.0,4.0,2.0,,
2008,2022년 상반기,동아대학교의료원,사무담당자,신입,서울4년,영어영문학과,4.11,950.0,,IH,,3.0,2.0,,1.0
2009,2019년 하반기,동아쏘시오홀딩스㈜,회계담당자,신입,서울4년,회계학과,3.38,910.0,,IH,,2.0,,,
2010,2018년 상반기,동아쏘시오홀딩스㈜,DBA,인턴,서울4년,응용통계학과,3.63,900.0,,,1.0,2.0,,1.0,
2011,2016년 상반기,동아에스티(주),제품영업,신입,서울4년,체육학과/경영학과,3.7,775.0,,,1.0,1.0,3.0,1.0,1.0
2012,2016년 상반기,동아오츠카㈜,영업지원,신입,대졸4년,상경계열,2.9,,,,,1.0,,,
2013,2015년 상반기,동아제약(주),제품영업,신입,서울4년,신문방송학과,3.5,945.0,Level7,,,2.0,,2.0,2.0
2014,2022년 하반기,동아출판,회계담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
2015,2016년 상반기,동양네트웍스(주),웹개발자,신입,초대졸,컴퓨터정보,4.1,,,,2.0,1.0,,2.0,
2016,2015년 상반기,동양네트웍스(주),네트워크엔지니어,신입,수도권4년,컴퓨터공학과,3.7,735.0,,IH,1.0,4.0,,1.0,1.0
2017,2024년 상반기,동양생명보험(주),영업지원,신입,지방4년,사회복지학과,3.2,,,,1.0,,,,
2018,2017년 하반기,동양생명보험(주),영업지원,인턴,서울4년,경영학,3.7,935.0,Level6,,,,,,
2019,2015년 상반기,동우화인켐(주),품질관리자,신입,지방4년,기계공학,4.08,820.0,Level6,,1.0,3.0,,2.0,
2020,2016년 상반기,동우화인켐(주),건축기사,신입,지방4년,기계공학과,3.5,905.0,Level6,,1.0,1.0,1.0,2.0,
2021,2023년 상반기,동원로엑스(주),물류관리자,인턴,지방4년,인도네시아ㆍ말레이시아어과,3.59,905.0,IM3,,1.0,4.0,,1.0,1.0
2022,2017년 하반기,동원로엑스(주),자재관리자,신입,서울4년,국제물류학과,3.75,895.0,,IM2,2.0,2.0,2.0,,
2023,2016년 상반기,동원로엑스(주),자재관리자,인턴,서울4년,국제통상학과,3.7,870.0,Level6,,1.0,1.0,1.0,4.0,
2024,2016년 하반기,동원로엑스(주),자재관리자,신입,서울4년,국제통상학과,3.7,870.0,Level6,,1.0,1.0,1.0,4.0,
2025,2016년 상반기,동원로엑스(주),자재관리자,인턴,서울4년,"무역학과,경영학과(복수전공)",4.1,900.0,Level6,,2.0,1.0,,3.0,
2026,2016년 상반기,동원로엑스(주),자재관리자,인턴,지방4년,무역학과,4.1,770.0,Level6,,,1.0,,1.0,
2027,2015년 상반기,동원로엑스(주),자재관리자,신입,지방4년,물류,4.1,920.0,,,1.0,1.0,,,1.0
2028,2015년 하반기,동원로엑스(주),자재관리자,신입,지방4년,물류시스템공학과,3.8,900.0,Level7,,1.0,6.0,,1.0,1.0
2029,2016년 하반기,동원산업,자재관리자,신입,대졸4년,산업경영공학과,3.41,735.0,Level5,,1.0,2.0,,,
2030,2023년 상반기,동화기업㈜,IT·기술영업,신입,수도권4년,경영학부,3.6,860.0,Level7,,,3.0,,,1.0
2031,2017년 하반기,동화기업㈜,인사담당자,신입,서울4년,중국문화,3.25,910.0,Level7,,1.0,1.0,,,1.0
2032,2017년 상반기,동화기업㈜,앱개발자,인턴,서울4년,산업시스템공학과,3.47,755.0,,IM2,1.0,3.0,,3.0,
2033,2016년 상반기,동화기업㈜,시설관리자,인턴,지방4년,안전공학과,3.4,,,IH,,1.0,,,
2034,2019년 하반기,동화약품(주),제품영업,신입,대학원,국제통상학과,3.35,875.0,,IH,,5.0,,,
2035,2017년 하반기,동화약품(주),제품영업,신입,지방4년,경영학과,3.01,855.0,,,,3.0,1.0,,
2036,2019년 상반기,두산건설(주),사무담당자,인턴,대학원,경영학,3.95,,,,1.0,,1.0,1.0,
2037,2018년 상반기,두산건설(주),제품영업,인턴,서울4년,경영학과,3.81,915.0,Level6,,3.0,2.0,2.0,1.0,
2038,2017년 상반기,두산건설(주),건축기사,신입,서울4년,건축공학부,3.1,880.0,Level6,,,,,,
2039,2015년 하반기,두산건설(주),현장관리자,신입,서울4년,건축공학부,3.1,840.0,Level6,,,,,,
2040,2014년 하반기,두산건설(주),시설관리자,신입,지방4년,안전공학과,3.4,,,IH,,3.0,,,
2041,2020년 상반기,두산모빌리티이노베이션,경영·비즈니스기획,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
2042,2020년 상반기,두산모빌리티이노베이션,경영·비즈니스기획,인턴,수도권4년,경영학과 마케팅경영전공,3.57,,Level6,,1.0,3.0,1.0,1.0,
2043,2023년 상반기,두산에너빌리티(주),재무담당자,인턴,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
2044,2014년 상반기,두산에너빌리티(주),경영·비즈니스기획,인턴,지방4년,산업공학과,3.1,900.0,Level6,,,,,,
2045,2015년 하반기,두산에너빌리티(주),기계엔지니어,신입,서울4년,기계공학부,3.7,910.0,,,1.0,1.0,,,
2046,2015년 하반기,두산에너빌리티(주),전기·전자엔지니어,신입,서울4년,전자전기컴퓨터,3.8,,Level6,,,3.0,,,2.0
2047,2013년 상반기,두산에너빌리티(주),건축기사,인턴,수도권4년,기계공학부,3.4,,,,,,1.0,,
2048,2015년 하반기,두산에너빌리티(주),설계엔지니어,신입,수도권4년,기계공학부,3.6,,,,,,,,
2049,2015년 하반기,두산에너빌리티(주),품질관리자,신입,지방4년,조선해양공학과,4.1,880.0,,,,2.0,,,
2050,2015년 하반기,두산에너빌리티(주),품질관리자,신입,지방4년,전자공학과,3.6,825.0,Level6,,,2.0,,,
2051,2015년 하반기,두산에너빌리티(주),기계엔지니어,신입,지방4년,기계공학과,3.9,805.0,Level6,,,,,,
