Combination: ('년도 및 분기',)
년도 및 분기,count
2018년 상반기,삼성전자㈜,서울4년,반도체엔지니어,5
2016년 하반기,현대글로비스(주),서울4년,자재관리자,5
2016년 상반기,GS리테일,지방4년,제품영업,5

Combination: ('년도 및 분기', '학력', '과', '지원 직종')
년도 및 분기,학력,과,지원 직종,count
2020년 상반기,지방4년,행정학과,사무담당자,20
2017년 하반기,고졸,0,전기·전자엔지니어,19
2019년 하반기,서울4년,전기전자,전기기사,19
2022년 하반기,수도권4년,경제학과,회계담당자,16
2018년 하반기,고졸,0,전기·전자엔지니어,15
2015년 하반기,서울4년,컴퓨터공학,기술·전문강사,15
2016년 상반기,고졸,0,회계담당자,14
2018년 상반기,대학원,경영학과,사무담당자,14
2020년 하반기,서울4년,경영학부,재무담당자,13
2016년 하반기,서울4년,경영학과,인사담당자,12
2016년 상반기,고졸,0,사무담당자,12
2019년 하반기,서울4년,영어영문학,인사담당자,11
2017년 하반기,대학원,휴먼ICT융합학과,앱개발자,11
2015년 하반기,수도권4년,화학공학,품질관리자,11
2017년 하반기,서울4년,국제물류학과,자재관리자,11
2023년 상반기,서울4년,공공인재학부,경영·비즈니스기획,10
2018년 상반기,서울4년,법학과,사무담당자,10
2023년 상반기,서울4년,공공인재학부,재무담당자,10
2016년 상반기,지방4년,컴퓨터공학,앱개발자,9
2022년 상반기,대학원,중국어교육전공,인사담당자,9
2023년 상반기,지방4년,컴퓨터소프트웨어공학과,백엔드개발자,8
2015년 하반기,대졸4년,컴퓨터공학,앱개발자,8
2017년 하반기,수도권4년,전자공학,전기·전자엔지니어,8
2017년 하반기,서울4년,국어국문,경영·비즈니스기획,8
2020년 상반기,수도권4년,경영학과 마케팅경영전공,사무담당자,8
2018년 하반기,서울4년,행정학과,사무담당자,8
2021년 하반기,고졸,0,기계엔지니어,8
2016년 하반기,수도권4년,정보통신전자공,네트워크엔지니어,8
2017년 상반기,서울4년,경제,사무담당자,8
2015년 하반기,서울4년,컴퓨터공학,앱개발자,8
2017년 상반기,서울4년,법,제품영업,8
2016년 상반기,고졸,0,금융영업,8
2016년 하반기,지방4년,기계설계공학과,품질관리자,8
2016년 상반기,고졸,0,전기·전자엔지니어,8
2016년 하반기,지방4년,컴퓨터소프트웨어공학전공,앱개발자,8
2016년 상반기,서울4년,컴퓨터공학부,시스템엔지니어,8
2017년 하반기,서울4년,경영학,영업지원,8
2023년 상반기,서울4년,경영학과,인사담당자,8
2017년 하반기,지방4년,전자공학,전기·전자엔지니어,8
2015년 하반기,수도권4년,컴퓨터공학부,앱개발자,8
2015년 하반기,지방4년,기계공학과,기계엔지니어,8
2015년 하반기,지방4년,경제금융,영업지원,8
2018년 상반기,고졸,0,전기·전자엔지니어,8
2016년 상반기,서울4년,식품생명공학과,화학엔지니어,8
2017년 상반기,서울4년,회계세무학과,재무담당자,7
2017년 상반기,서울4년,회계세무학과,회계담당자,7
2021년 상반기,서울4년,무역학과,제품영업,7
2016년 하반기,서울4년,환경공학과/화학공학(복수전공),화학엔지니어,7
2023년 상반기,서울4년,경영학과,경영지원,7
2021년 하반기,서울4년,컴퓨터공학과,웹개발자,7
2016년 하반기,대졸4년,소프트웨어공학과,웹개발자,7
2015년 하반기,수도권4년,컴퓨터공학,앱개발자,7
2022년 상반기,지방4년,산업공학과,품질관리자,7
2015년 하반기,서울4년,경영학과,금융영업,7
2017년 하반기,수도권4년,전자공학,품질관리자,7
2018년 상반기,서울4년,행정학과,사무담당자,7
2016년 상반기,서울4년,컴퓨터공학부,앱개발자,7
2015년 하반기,서울4년,컴퓨터학부,시스템엔지니어,7
2016년 하반기,서울4년,도시공학과/국제물류학과,자재관리자,7
2019년 상반기,서울4년,전기전자,전기·전자엔지니어,7
2017년 하반기,서울4년,산업시스템공학과,앱개발자,7
2016년 하반기,지방4년,기계설계공학과,기계엔지니어,7
2022년 하반기,서울4년,생명과학부,품질관리자,7
2015년 하반기,서울4년,컴퓨터공학부,시스템엔지니어,7
2016년 상반기,서울4년,컴퓨터학부,시스템엔지니어,7
2022년 상반기,수도권4년,경제학과,재무담당자,7
2015년 하반기,지방4년,안전공학과,시설관리자,7
2018년 하반기,수도권4년,e-비즈니스과,해외영업,7
2016년 상반기,지방4년,경제학과,사무담당자,7
2017년 하반기,서울4년,전기전자,전기·전자엔지니어,6
2017년 하반기,서울4년,전기생체공학부,전기·전자엔지니어,6
2015년 하반기,서울4년,화공생명공학과,품질관리자,6
2017년 상반기,서울4년,한국사학과,영업지원,6
2022년 상반기,대학원,국제의료경영학과,R&D·연구원,6
2015년 하반기,서울4년,전자전기컴퓨터,전기·전자엔지니어,6
2022년 상반기,대학원,국제의료경영학과,경영·비즈니스기획,6
2022년 하반기,서울4년,공공인재학부,경영·비즈니스기획,6
2015년 하반기,서울4년,식품생명공학과,화학엔지니어,6
2017년 하반기,서울4년,산업시스템공학과,시스템엔지니어,6
2015년 상반기,지방4년,기계공학과,기계엔지니어,6
2017년 하반기,지방4년,노인복지보건,사무담당자,6
2016년 하반기,서울4년,건축학과,현장관리자,6
2015년 하반기,수도권4년,컴퓨터공학과,웹개발자,6
2017년 하반기,서울4년,회계세무학과,재무담당자,6
2017년 하반기,수도권4년,사이버보안학과,네트워크엔지니어,6
2019년 상반기,서울4년,화학공학/고분자공학부,화학엔지니어,6
2018년 하반기,서울4년,법,사무담당자,6
2015년 하반기,서울4년,기계공학과,기계엔지니어,6
2019년 하반기,수도권4년,응용화학생명공학과,품질관리자,6
2016년 상반기,서울4년,기계공학,기계엔지니어,6
2017년 상반기,대학원,생물공학,화학엔지니어,6
2015년 하반기,수도권4년,컴퓨터공학과,시스템엔지니어,6
2017년 하반기,서울4년,국어국문,온라인마케터,6
2015년 하반기,서울4년,컴퓨터학부,앱개발자,6
2015년 하반기,서울4년,컴퓨터공학부,앱개발자,6
2015년 상반기,수도권4년,경영학과,사무담당자,6
2018년 상반기,지방4년,경영학과,제품영업,6
2017년 상반기,지방4년,노인복지보건,사무담당자,6
2016년 하반기,고졸,0,사무담당자,6
2017년 상반기,대학원,전자컴퓨터통신공,기술·전문강사,6
2015년 하반기,서울4년,경제학과,MD,6
2015년 하반기,서울4년,경제학부,영업지원,6
2015년 하반기,지방4년,컴퓨터학부,앱개발자,6
2023년 상반기,서울4년,영어영문학,소프트웨어개발자,6
2018년 하반기,수도권4년,산업경영공학과,품질관리자,6
2018년 상반기,서울4년,전기전자,전기·전자엔지니어,6
2015년 하반기,지방4년,메카트로닉스공학과,품질관리자,6
2018년 하반기,수도권4년,관광경영,제품영업,6
2015년 하반기,지방4년,컴퓨터공학,앱개발자,6
2018년 하반기,서울4년,정보통신공학과,네트워크엔지니어,6
2015년 하반기,지방4년,화학공학부,품질관리자,6
2018년 하반기,수도권4년,경영학,영업지원,6
2021년 상반기,지방4년,경영학과,회계담당자,6
2016년 하반기,서울4년,정보시스템,기술·전문강사,6
2016년 하반기,서울4년,국제통상학과,제품영업,6
2017년 상반기,지방4년,기계설계공학과,기계엔지니어,5
2019년 상반기,지방4년,전자공학,전기·전자엔지니어,5
2016년 상반기,지방4년,환경공학과,화학엔지니어,5
2022년 하반기,수도권4년,신소재 공학,R&D·연구원,5
2016년 상반기,서울4년,금융경제,영업지원,5
2015년 하반기,지방4년,기계공학과,생산직종사자,5
2017년 상반기,대학원,산업공학,품질관리자,5
2021년 하반기,수도권4년,산업환경보건학과,전기기사,5
2020년 하반기,고졸,0,전기·전자엔지니어,5
2017년 상반기,고졸,0,전기·전자엔지니어,5
2019년 하반기,서울4년,독어독문학과,해외영업,5
2021년 하반기,대학원,기계공학과,기계엔지니어,5
2017년 상반기,서울4년,경제,경영·비즈니스기획,5
2015년 하반기,수도권4년,경제학과,영업지원,5
2018년 하반기,서울4년,법,제품영업,5
2016년 상반기,서울4년,경제학과,사무담당자,5
2021년 상반기,서울4년,전기공학과,전기·전자엔지니어,5
2015년 하반기,서울4년,컴퓨터공학과,앱개발자,5
2015년 하반기,지방4년,무역학,영업지원,5
2015년 하반기,서울4년,컴퓨터소프트웨어,앱개발자,5
2021년 상반기,수도권4년,화학과,품질관리자,5
2016년 하반기,지방4년,컴퓨터공학과,웹개발자,5
2020년 상반기,서울4년,경영학부,경영·비즈니스기획,5
2016년 하반기,지방4년,국제통상학부,사무담당자,5
2020년 하반기,서울4년,경영학부,금융영업,5
2016년 하반기,서울4년,영어통번역학과,제품영업,5
2017년 하반기,서울4년,금융학과,금융영업,5
2018년 상반기,지방4년,노인복지보건,사무담당자,5
2018년 하반기,대학원,환경보건학과,바이오·제약연구원,5
2016년 하반기,지방4년,컴퓨터학부,앱개발자,5
2017년 상반기,지방4년,전자공학,전기·전자엔지니어,5
2019년 상반기,서울4년,경영학부,제품영업,5
2015년 하반기,서울4년,미디어학부,온라인마케터,5
2016년 하반기,서울4년,식품자원경제학,자재관리자,5
2016년 상반기,지방4년,경제통상학부,사무담당자,5
2016년 하반기,수도권4년,정보통신전자공,시스템엔지니어,5
2016년 하반기,서울4년,소프트웨어공학과,웹개발자,5
2017년 상반기,수도권4년,산업경영공학과,품질관리자,5
2018년 상반기,해외대학,상경학부,구매관리자,5
2016년 하반기,대졸4년,컴퓨터학부,앱개발자,5
2019년 상반기,지방4년,신소재화학과,환경기사,5
2019년 상반기,서울4년,역사콘텐츠학과,사무담당자,5
2015년 하반기,수도권4년,화학공학과,품질관리자,5
2016년 하반기,서울4년,건축공학부,건축기사,5
2023년 상반기,서울4년,경영대학 경영학과,인바운드상담원,5
2015년 상반기,서울4년,기계공학과,기계엔지니어,5
2016년 하반기,서울4년,경영,제품영업,5
2022년 상반기,서울4년,컴퓨터공학과,웹개발자,5
2016년 상반기,고졸,0,생산직종사자,5
2019년 하반기,서울4년,회계학과,회계담당자,5
2021년 하반기,대학원,화공생명공학과,바이오·제약연구원,5
2021년 하반기,서울4년,경영학과,재무담당자,5
2016년 상반기,고졸,0,품질관리자,5
2017년 상반기,서울4년,정보통신전자공학부,앱개발자,5
2016년 하반기,서울4년,경영학과,사무담당자,5

Combination: ('회사명', '학력', '과', '지원 직종')
회사명,학력,과,지원 직종,count
한전KPS(주),고졸,0,전기·전자엔지니어,8
한국전력공사,고졸,0,전기·전자엔지니어,6
한국가스공사,고졸,0,전기·전자엔지니어,5
한국전력공사,지방4년,전자공학,전기·전자엔지니어,5
한국중부발전(주),지방4년,전자공학,전기·전자엔지니어,5
